Queue_ID,Project_Name,Interconnecting_Entity,County,State,Interconnection_Location,Transmission_Owner,Generation_Type,Capacity_(MW),Summer_Capacity_(MW),Winter_Capacity_(MW),Queue_Date,Status,Proposed_Completion_Date,Withdrawn_Date,Withdrawal_Comment,Actual_Completion_Date,Fuel,Technology,GIM_Study_Phase,Screening_Study_Started,Screening_Study_Complete,FIS_Requested,FIS_Approved,Economic_Study_Required,IA_Signed,Air_Permit,GHG_Permit,Water_Availability,Meets_Planning,Meets_All_Planning,CDR_Reporting_Zone,Approved_for_Energization,Approved_for_Synchronization,Comment
25INR0142,Sagewood BESS,"Sagewood BESS, LLC",Glasscock,Texas,Tap 138kV McDonald Road Switch (bus #1333) – Desert Wind Sub (bus #11282),,Other - Battery Energy Storage,100.57,,,2022-09-21,Active,2027-11-13,,,,Other,Battery Energy Storage,"SS Completed, FIS Completed, No IA",2022-09-21,2022-12-19,2022-12-29 20:54:37.999,2024-08-13,No,,,,,,,WEST,,,
25INR0143,Ariji BESS,"Ariji BESS, LLC",Howard,Texas,Tap 138kV 1394 GTTYVTAP_8 - 1322 BIGSPRIG_8,,Other - Battery Energy Storage,100.32,,,2022-09-15,Active,2027-06-28,,,,Other,Battery Energy Storage,"SS Completed, FIS Started, No IA",2022-09-15,2022-12-13,2023-06-09 00:20:48.999,,,,,,,,,WEST,,,
25INR0144,Jasper BESS,"Jasper BESS, LLC",Midland,Texas,Tap 138kV 71230 Pleasant Farms - 1236 Pegasus South ,,Other - Battery Energy Storage,201.13,,,2022-09-21,Active,2027-10-13,,,,Other,Battery Energy Storage,"SS Completed, FIS Started, No IA",2022-09-21,2022-12-19,2023-03-28 00:00:00.000,,,,,,,,,WEST,,,
25INR0146,Blue Heron BESS,"Blue Heron BESS, LLC",Reeves,Texas,Tap 138kV MANSON (1094) - Riverton (11083),,Other - Battery Energy Storage,201.08,,,2022-10-24,Active,2027-09-13,,,,Other,Battery Energy Storage,"SS Completed, FIS Started, No IA",2022-10-24,2023-01-20,2023-04-10 00:00:00.000,,No,,,,,,,WEST,,,
25INR0152,Bottom Grass Solar II,"Flint Rock Solar Project, LLC",Colorado,Texas,Tap 345kV 9073 Holman - 44200 Hillje,,Solar - Photovoltaic Solar,401.6,,,2022-11-07,Active,2027-10-01,,,,Solar,Photovoltaic Solar,"SS Completed, FIS Started, No IA",2022-11-07,2023-02-04,2022-11-02 00:00:00.000,,,,,,Not Required,,,SOUTH,,,
25INR0153,Bottom Grass BESS II,"Flint Rock Solar Project, LLC",Colorado,Texas,Tap 345kV 9073 Holman - 44200 Hillje,,Other - Battery Energy Storage,150.6,,,2022-11-07,Active,2027-10-01,,,,Other,Battery Energy Storage,"SS Completed, FIS Started, No IA",2022-11-07,2023-02-03,2022-11-02 00:00:00.000,,,,,,,,,SOUTH,,,
25INR0154,Nymphaea Solar,"Nymphaea Solar, LLC",Wichita,Texas,Tap 345kV 1730 Krum West Swtich - 6111 Riley7B,,Solar - Photovoltaic Solar,120.9,,,2022-09-21,Active,2028-07-01,,,,Solar,Photovoltaic Solar,"SS Completed, FIS Started, No IA",2022-09-21,2022-12-19,2022-12-23 00:00:00.000,,No,,,,Not Required,,,WEST,,,
25INR0155,Nymphaea Storage,"Nymphaea Solar, LLC",Wichita,Texas,Tap 345kV 1730 Krum West Swtich - 6111 Riley7B,,Other - Battery Energy Storage,61.0,,,2022-09-21,Active,2028-07-01,,,,Other,Battery Energy Storage,"SS Completed, FIS Started, No IA",2022-09-21,2022-12-19,2022-12-23 00:00:00.000,,No,,,,,,,WEST,,,
25INR0162,SOHO II BESS,ESTX-PLD-HOUSTON2,Brazoria,Texas,43035 Oasis 345kV,,Other - Battery Energy Storage,206.32,,,2022-08-16,Completed,2026-06-01,,,,Other,Battery Energy Storage,"SS Completed, FIS Completed, IA",2022-08-16,2022-11-11,2022-08-10 00:00:00.000,2025-05-01,No,2023-04-15,Not Required,Not Required,2025-04-29 00:00:00,2023-08-24 00:00:00,,COASTAL,,,
25INR0164,Star Dairy Solar,Star Dairy Solar LLC,Lamar,Texas,Tap 345kV 1692 PARIS_SW1_5 -- 11699 WOODARD_5,,Solar - Photovoltaic Solar,125.61,,,2022-11-23,Completed,2027-04-03,,,,Solar,Photovoltaic Solar,"SS Completed, FIS Completed, IA",2022-11-23,2023-02-17,2022-11-09 00:00:00.000,2025-02-17,No,2024-12-09,Not Required,Not Required,Not Required,,,NORTH,,,
25INR0165,Timberlakes Solar,Donegalsol ,Dickens,Texas,59904 Cottonwood 345kV,,Solar - Photovoltaic Solar,203.5,,,2022-11-07,Active,2026-10-31,,,,Solar,Photovoltaic Solar,"SS Completed, FIS Started, No IA",2022-11-07,2023-02-03,2022-09-02 00:00:00.000,,,,,,Not Required,,,PANHANDLE,,,
25INR0166,Padrino Solar,"Hill Solar II, LLC",Hill,Texas,Tap 345kV 68090 Sam Switch – 3389 Fort Smith,,Solar - Photovoltaic Solar,201.4,,,2022-09-15,Completed,2026-05-01,,,,Solar,Photovoltaic Solar,"SS Completed, FIS Completed, IA",2022-09-15,2022-12-13,2023-03-07 00:00:00.000,2025-06-16,,2024-12-24,,,Not Required,,,NORTH,,,
25INR0167,Padrino BESS,"Hill Solar II, LLC",Hill,Texas,Tap 345kV 68090 Sam Switch – 3389 Fort Smith,,Other - Battery Energy Storage,100.77,,,2022-09-15,Active,2026-05-23,,,,Other,Battery Energy Storage,"SS Completed, FIS Completed, No IA",2022-09-15,2022-12-13,2023-03-09 00:00:00.000,2024-07-12,,,,,,,,NORTH,,,
25INR0168,Piedra Solar,"Piedra Solar, LLC",Freestone,Texas,Tap 345-kV line Navarro (68091) – Limestone (46020)) ,,Solar - Photovoltaic Solar,282.0,,,2022-09-02,Completed,2026-09-30,,,,Solar,Photovoltaic Solar,"SS Completed, FIS Completed, IA",2022-09-02,2022-11-30,2023-03-07 00:00:00.000,2024-02-05,,2024-07-02,,,Not Required,,,NORTH,,,
25INR0169,Piedra BESS,"Piedra Solar, LLC",Freestone,Texas,Tap 345-kV line Navarro (68091) – Limestone (46020),,Other - Battery Energy Storage,103.8,,,2022-09-02,Completed,2026-09-30,,,,Other,Battery Energy Storage,"SS Completed, FIS Completed, IA",2022-09-02,2022-11-30,2023-03-07 00:00:00.000,2024-02-05,,2024-07-02,,,,,,NORTH,,,
25INR0170,Pinewood Solar,"Brazoria Solar II, LLC",Brazoria,Texas,43020 Seabreeze 345kV,,Solar - Photovoltaic Solar,150.68,,,2022-09-02,Completed,2027-01-09,,,,Solar,Photovoltaic Solar,"SS Completed, FIS Completed, IA",2022-09-02,2022-11-30,2023-06-20 00:00:00.000,2024-07-01,,2025-05-08,,,Not Required,,,COASTAL,,,
25INR0171,Pinewood BESS,"Brazoria Solar II, LLC",Brazoria,Texas,43020 Seabreeze 345kV ,,Other - Battery Energy Storage,100.9,,,2022-09-02,Active,2027-01-09,,,,Other,Battery Energy Storage,"SS Completed, FIS Completed, No IA",2022-09-02,2022-11-30,2023-06-26 17:18:54.999,2024-07-01,,,,,,,,COASTAL,,,
25INR0172,Wolf Spring Solar,"Wolf Spring Solar, LLC",Dickens,Texas,Tap 345kV 59904 Cotton Wood - 23922 White River Ckt 1,,Solar - Photovoltaic Solar,195.7,,,2022-12-07,Completed,2027-09-16,,,,Solar,Photovoltaic Solar,"SS Completed, FIS Started, IA",2022-12-07,2023-03-06,2022-11-30 00:00:00.000,,No,2024-08-14,,,Not Required,,,PANHANDLE,,,
25INR0173,Wolf Spring Storage,"Wolf Spring Solar, LLC",Dickens,Texas,Tap 345kV 59904 Cotton Wood - 23922 White River Ckt 1,,Other - Battery Energy Storage,202.7,,,2022-12-15,Completed,2027-09-16,,,,Other,Battery Energy Storage,"SS Completed, FIS Started, IA",2022-12-15,2023-03-13,2022-12-07 00:00:00.000,,No,2024-08-14,,,,,,PANHANDLE,,,
25INR0174,Concho Pearl Solar,"Concho Pearl Solar, LLC",Concho,Texas,Tap 345kV 76009 Twin Buttes - 7077 Amos Creek ,,Solar - Photovoltaic Solar,171.9,,,2022-12-07,Completed,2027-10-14,,,,Solar,Photovoltaic Solar,"SS Completed, FIS Started, IA",2022-12-07,2023-03-06,2022-11-30 00:00:00.000,,,2024-07-22,,,Not Required,,,WEST,,,
25INR0175,Concho Pearl Storage,"Concho Pearl Solar, LLC",Concho,Texas,Tap 345kV 76009 Twin Buttes - 7077 Amos Creek ,,Other - Battery Energy Storage,162.4,,,2022-12-15,Completed,2027-10-14,,,,Other,Battery Energy Storage,"SS Completed, FIS Started, IA",2022-12-15,2023-03-13,2022-12-07 00:00:00.000,,,2024-07-22,,,,,,WEST,,,
25INR0176,Masava Storage,"Savannah Oaks Solar Project, LLC",Madison,Texas,tap 345 kV 46020 Limestone Plant - 967 Gibbons Creek ckt 18,,Other - Battery Energy Storage,261.51,,,2022-09-02,Active,2028-09-30,,,,Other,Battery Energy Storage,"SS Completed, FIS Started, No IA",2022-09-02,2022-11-30,2022-08-17 00:00:00.000,,,,,,,,,NORTH,,,
25INR0177,Triangle Ranch Alpha,Triangle Ranch Wind,Cottle,Texas,Edith Clark 345 kV (#60500),,Wind - Wind Turbine,301.74,,,2022-10-06,Active,2029-07-01,,,,Wind,Wind Turbine,"SS Completed, FIS Started, No IA",2022-10-06,2022-12-29,2022-09-15 00:00:00.000,,,,,,Not Required,,,WEST,,,
25INR0178,Triangle Ranch Bravo,Triangle Ranch Wind,Cottle,Texas,Edith Clark 345 kV (#60500) ,,Wind - Wind Turbine,200.22,,,2022-10-06,Active,2028-07-01,,,,Wind,Wind Turbine,"SS Completed, FIS Started, No IA",2022-10-06,2022-12-29,2022-09-15 00:00:00.000,,,,,,Not Required,,,WEST,,,
25INR0184,Legato BESS,"Legato Storage, LLC",Wise,Texas,138kV #608 Crafton Substation - #620 Bowie Substation,,Other - Battery Energy Storage,202.65,,,2022-09-27,Active,2028-04-24,,,,Other,Battery Energy Storage,"SS Completed, FIS Completed, No IA",2022-09-27,2022-12-21,2023-02-09 01:22:37.000,2024-09-12,No,,,,,,,NORTH,,,
25INR0186,Moonlight Sonata BESS,"Samsung Solar Energy 2, LLC",Colorado,Texas,Altair (78118) – Nada (78103) 138KV,,Other - Battery Energy Storage,201.08,,,2022-09-27,Active,2028-07-01,,,,Other,Battery Energy Storage,"SS Completed, FIS Started, No IA",2022-09-27,2022-12-22,2023-06-20 00:00:00.000,,,,,,,,,SOUTH,,,
25INR0189,Staccato BESS,"Staccato Storage, LLC",Fayette,Texas,138kV WARDA #7312. ,,Other - Battery Energy Storage,202.65,,,2022-11-07,Active,2026-12-31,,,,Other,Battery Energy Storage,"SS Completed, FIS Started, No IA",2022-11-07,2023-02-03,2022-12-15 04:40:42.000,,,,,,,,,SOUTH,,,
25INR0190,Fortissimo BESS,"Fortissimo BESS, LCC",Montague,Texas,741 Dyemound 138kV,,Other - Battery Energy Storage,202.65,,,2022-10-18,Active,2028-04-24,,,,Other,Battery Energy Storage,"SS Completed, FIS Completed, No IA",2022-10-18,2023-01-13,2023-02-09 01:31:22.999,2024-09-12,No,,,,,,,NORTH,,,
25INR0192,Palmvalley Storage,Palmvalley Energy Storage LLC,Hidalgo,Texas,Frontera (#8980),,Other - Battery Energy Storage,100.0,,,2022-09-27,Active,2027-05-01,,,,Other,Battery Energy Storage,"SS Completed, FIS Started, No IA",2022-09-27,2022-12-21,2022-09-16 00:00:00.000,,,,,,,,,SOUTH,,,
25INR0193,Nockenut Springs Solar 4,"Pecan Springs Energy, LLC",Gonzales,Texas,The 345 kV Elm Creek - South Texas Project Line (Bus #5133 - #5915),,Solar - Photovoltaic Solar,201.15,,,2022-09-15,Active,2029-06-05,,,,Solar,Photovoltaic Solar,"SS Completed, FIS Started, No IA",2022-09-15,2022-12-13,2022-08-31 00:00:00.000,,,,,,Not Required,,,SOUTH,,,
25INR0194,Photo Solar 1,CED Development Inc.,Uvalde,Texas,5885 Downie 138kV,,Solar - Photovoltaic Solar,150.0,,,2022-09-15,Active,2026-05-31,,,,Solar,Photovoltaic Solar,"SS Completed, FIS Started, No IA",2022-09-15,2022-12-13,2022-09-15 00:00:00.000,,,,,,Not Required,,,SOUTH,,,
25INR0195,Photo Solar 2,CED Development Inc.,Uvalde,Texas,5885 Downie 138kV,,Solar - Photovoltaic Solar,300.0,,,2022-09-15,Active,2027-05-31,,,,Solar,Photovoltaic Solar,"SS Completed, FIS Started, No IA",2022-09-15,2022-12-13,2022-09-15 00:00:00.000,,,,,,Not Required,,,SOUTH,,,
25INR0196,Inadale Solar,"Inadale Solar, LLC",Scurry,Texas,Tap 345 kV TONKAWAW_5 (11048) – SCURCNTYS_5 (11318) Circuit #2,,Solar - Photovoltaic Solar,281.03,,,2023-02-20,Active,2027-07-29,,,,Solar,Photovoltaic Solar,"SS Completed, FIS Started, No IA",2023-02-20,2023-05-19,2023-02-08 00:00:00.000,,No,,,,Not Required,,,WEST,,,
25INR0197,Inadale BESS,"Inadale BESS, LLC",Scurry,Texas,Tap 345 kV TONKAWAW_5 (11048) – SCURCNTYS_5 (11318) Circuit #2,,Other - Battery Energy Storage,287.16,,,2023-02-20,Active,2027-07-29,,,,Other,Battery Energy Storage,"SS Completed, FIS Started, No IA",2023-02-20,2023-05-19,2023-02-16 00:00:00.000,,No,,,,,,,WEST,,,
25INR0199,Bonham Solar 1,J&J Solar Ranch LLC,Limestone,Texas,TAP 138 kV MEXIA_2_1_8 3632 - GROES_SE1_8 3634,,Solar - Photovoltaic Solar,138.4,,,2022-11-15,Completed,2026-08-31,,,,Solar,Photovoltaic Solar,"SS Completed, FIS Completed, IA",2022-11-15,2023-02-09,2022-10-31 00:00:00.000,2024-02-15,No,2024-08-07,Not Required,Not Required,Not Required,2025-05-09 00:00:00,,NORTH,,,
25INR0200,Sunbeam Solar,Buckeye Midway Solar ,San Patricio,Texas,80258 Mayo 138kV,,Solar - Photovoltaic Solar,73.43,,,2024-10-29,Active,2028-06-30,,,,Solar,Photovoltaic Solar,"SS Completed, FIS Started, No IA",2024-10-29,2024-12-09,2024-10-21 00:00:00.000,,,,,,Not Required,,,COASTAL,,,
25INR0202,East West BESS,"East West Energy Storage, LLC ",Kerr,Texas,7750 LCRA MOUNTAIN HOME SUB,,Other - Battery Energy Storage,122.6,,,2022-10-06,Completed,2027-01-15,,,,Other,Battery Energy Storage,"SS Completed, FIS Started, IA",2022-10-06,2022-12-29,2022-09-27 00:00:00.000,,,2024-07-12,Not Required,Not Required,,,,SOUTH,,,
25INR0204,Claxton Solar,"BT Claxton Solar, LLC",Hopkins,Texas,Tap 345kV line between Allen Switch (#2514) and Monticello (#1696),,Solar - Photovoltaic Solar,150.64,,,2022-09-21,Active,2027-09-17,,,,Solar,Photovoltaic Solar,"SS Completed, FIS Started, No IA",2022-09-21,2022-12-19,2022-11-03 00:00:00.000,,,,,,Not Required,,,NORTH,,,
25INR0205,Claxton Storage,"BT Claxton Solar, LLC",Hopkins,Texas,Tap 345kV line between Allen Switch (#2514) and Monticello (#1696),,Other - Battery Energy Storage,75.7,,,2022-09-21,Active,2027-09-17,,,,Other,Battery Energy Storage,"SS Completed, FIS Started, No IA",2022-09-21,2022-12-19,2022-11-03 00:00:00.000,,,,,,,,,NORTH,,,
25INR0207,Shadow Ranch Solar,LectricWind LLC,Upton,Texas,842 King Mountain 345kV,,Solar - Photovoltaic Solar,807.61,,,2022-09-27,Active,2026-06-01,,,,Solar,Photovoltaic Solar,"SS Completed, FIS Started, No IA",2022-09-27,2023-01-12,2023-07-11 19:48:33.000,,,,,,Not Required,,,WEST,,,
25INR0208,Iron Belt Energy Storage,"Iron Belt Energy Storage Project, LLC",Borden,Texas,Long Draw (# 59900) - Volta (#59910) 345kV,,Other - Battery Energy Storage,401.9,,,2023-01-03,Completed,2026-07-31,,,,Other,Battery Energy Storage,"SS Completed, FIS Started, IA",2023-01-03,2023-03-30,2022-12-19 00:00:00.000,,,2023-01-16,Not Required,Not Required,,2025-02-13 00:00:00,,WEST,,,
25INR0214,Burgos Solar,"Twin Oaks Solar, LLC",Milam,Texas,3701 Rookie Switch 138 kV,,Solar - Photovoltaic Solar,105.52,,,2022-10-18,Active,2027-11-22,,,,Solar,Photovoltaic Solar,"SS Completed, FIS Started, No IA",2022-10-18,2023-01-13,2023-03-03 11:02:10.999,,,,,,Not Required,,,SOUTH,,,
25INR0215,Middlebrook BESS,Middlebrook Solar LLC,Nacogdoches,Texas,Tap 345kV 3109 Stryker - 3117 Lufkin ,,Other - Battery Energy Storage,158.63,,,2022-10-24,Active,2027-06-30,,,,Other,Battery Energy Storage,"SS Completed, FIS Started, No IA",2022-10-24,2023-01-20,2022-10-11 00:00:00.000,,,,Not Required,Not Required,,,,NORTH,,,
25INR0216,Blue Sky Storage SLF," UKA North America, LLC",Crockett,Texas,138 kV Friend Ranch (Bus# 6562),,Other - Battery Energy Storage,0.0,,,2022-10-24,Active,2025-11-15,,,,Other,Battery Energy Storage,"SS Completed, FIS Started, No IA",2022-10-24,2023-01-22,2022-10-14 00:00:00.000,,,,,,,,,WEST,,,
25INR0220,Hector Solar,"Hector Solar, LLC",Navarro,Texas,Haney (213) - Hubbard_8 (3515) 138kV Line,,Solar - Photovoltaic Solar,81.59,,,2022-10-24,Active,2027-12-31,,,,Solar,Photovoltaic Solar,"SS Completed, FIS Started, No IA",2022-10-24,2023-01-20,,,No,,,,Not Required,,,NORTH,,,
25INR0221,Hector Storage,"Hector Solar, LLC",Navarro,Texas,Haney (213) - Hubbard_8 (3515) 138kV Line,,Other - Battery Energy Storage,42.69,,,2022-10-24,Active,2027-12-31,,,,Other,Battery Energy Storage,"SS Completed, FIS Started, No IA",2022-10-24,2023-01-20,2023-01-02 12:48:44.000,,No,,,,,,,NORTH,,,
25INR0222,Olympic BESS,SMT Olympic BESS LLC,Nueces,Texas,AIRLINE 138 kV Substation (Bus# 8490),,Other - Battery Energy Storage,222.81,,,2022-10-18,Active,2027-07-01,,,,Other,Battery Energy Storage,"SS Completed, FIS Completed, No IA",2022-10-18,2023-01-13,2022-09-29 00:00:00.000,2024-04-19,No,,,,,,,COASTAL,,,
25INR0223,TImmerman Power Plant,Lower Colorado River Authority,Caldwell,Texas,Clear Springs (#7050) and L_Hornsb8_1Y (#7047),,"Gas - Internal Combustion Engine, eg. Reciprocating",188.4,,,2022-09-27,Completed,2025-08-19,,,2025-06-23,Gas,"Internal Combustion Engine, eg. Reciprocating","SS Completed, FIS Completed, IA",2022-09-27,2022-12-22,2022-10-26 00:00:00.000,2023-12-04,Yes,2023-03-03,2023-09-01 00:00:00,Not Required,2024-01-04 00:00:00,2023-09-05 00:00:00,2024-07-15 00:00:00,SOUTH,2025-03-12,2025-06-23,
25INR0225,Lucy Solar,Concho County Solar 1 LLC,Concho,Texas,Tap 345kV 7077 Amos Creek - 6444 San Angelo Red Creek and 7077 Amos Creek - 76009 Twin Buttes,,Solar - Photovoltaic Solar,352.21,,,2023-06-28,Completed,2027-06-30,,,,Solar,Photovoltaic Solar,"SS Completed, FIS Started, IA",2023-06-28,2023-09-20,2023-06-08 00:00:00.000,,,2024-05-29,,,Not Required,,,WEST,,,
25INR0227,SERENGETI SOLAR,Abei Energy Green XIV LLC,Delta,Texas,Tap 138kV Enloe Tap (bus# 11806) – Delta sub (bus# 1802),,Solar - Photovoltaic Solar,76.18,,,2022-12-07,Active,2027-09-13,,,,Solar,Photovoltaic Solar,"SS Completed, FIS Started, No IA",2022-12-07,2023-03-06,2022-11-18 00:00:00.000,,,,,,Not Required,,,NORTH,,,
25INR0229,OCI Cobb Creek Solar,Hillsboro Solar Project LLC,Hill,Texas,tap 345kV 1907 Venus - 68090 Sam Sw,,Solar - Photovoltaic Solar,203.1,,,2022-11-15,Completed,2026-12-01,,,,Solar,Photovoltaic Solar,"SS Completed, FIS Completed, IA",2022-11-15,2023-02-09,2022-11-09 00:00:00.000,2024-05-06,No,2024-07-24,Not Required,Not Required,Not Required,2025-06-11 00:00:00,,NORTH,,,
25INR0230,Great Rock BESS,Black Mountain Energy Storage II,Leon,Texas,Tap 345kV 46020 Limestone - 967 Gibbon Creek Ckt 18,,Other - Battery Energy Storage,300.9,,,2022-11-07,Completed,2026-12-20,,,,Other,Battery Energy Storage,"SS Completed, FIS Started, IA",2022-11-07,2023-02-04,2022-10-19 00:00:00.000,,No,2024-08-23,,,,,,NORTH,,,
25INR0231,Apache Hill BESS,APACHE HILL ENERGY CENTER,Hood,Texas,363 Hood 138kV,,Other - Battery Energy Storage,201.15,,,2022-11-07,Completed,2026-11-15,,,,Other,Battery Energy Storage,"SS Completed, FIS Started, IA",2022-11-07,2023-02-03,2022-10-25 00:00:00.000,,No,2024-06-26,Not Required,Not Required,,2024-07-17 00:00:00,,NORTH,,,
25INR0232,Isaac Solar,Industrial Bravo Project LLC,Matagorda,Texas,8114 Conoco 138kV ,,Solar - Photovoltaic Solar,50.54,,,2022-11-07,Completed,2026-08-29,,,,Solar,Photovoltaic Solar,"SS Completed, FIS Started, IA",2022-11-07,2023-02-03,2022-10-27 00:00:00.000,,No,2023-10-18,Not Required,Not Required,Not Required,2023-10-31 00:00:00,,COASTAL,,,
25INR0233,OCI Cobb Creek ESS,Hillsboro Solar Project LLC,Hill,Texas,tap 345kV 1907 Venus - 68090 Sam Sw,,Other - Battery Energy Storage,201.6,,,2022-12-07,Completed,2026-12-01,,,,Other,Battery Energy Storage,"SS Completed, FIS Completed, IA",2022-12-07,2023-03-04,2022-11-23 00:00:00.000,2024-05-06,No,2024-07-24,Not Required,,,2025-06-11 00:00:00,,NORTH,,,
25INR0235,Austin Bayou Storage I,"Austin Bayou Solar, LLC",Brazoria,Texas,Tap 345kV 43180 Savanna - 43020 Seabreeze Ckt 27 AND 43035 Oasis -  43060 Speedway Ckt 18,,Other - Battery Energy Storage,150.68,,,2023-03-08,Completed,2027-06-01,,,,Other,Battery Energy Storage,"SS Completed, FIS Completed, IA",2023-03-08,2023-06-05,2023-02-23 00:00:00.000,2024-02-14,,2025-02-14,Not Required,Not Required,,,,COASTAL,,,
25INR0236,Austin Bayou Storage II,"Austin Bayou Solar, LLC",Brazoria,Texas,Tap 345kV 43180 Savanna - 43020 Seabreeze Ckt 27 AND 43035 Oasis - 43060 Speedway Ckt 18,,Other - Battery Energy Storage,156.6,,,2023-03-08,Completed,2027-06-01,,,,Other,Battery Energy Storage,"SS Completed, FIS Completed, IA",2023-03-08,2023-06-05,2023-02-23 00:00:00.000,2024-02-14,,2025-02-14,Not Required,Not Required,,,,COASTAL,,,
25INR0237,Austin Bayou Storage III,"Austin Bayou Solar, LLC",Brazoria,Texas,Tap 345kV 43180 Savanna - 43020 Seabreeze Ckt 27 AND 43035 Oasis - 43060 Speedway Ckt 18,,Other - Battery Energy Storage,156.6,,,2023-03-08,Completed,2027-06-01,,,,Other,Battery Energy Storage,"SS Completed, FIS Completed, IA",2023-03-08,2023-06-05,2023-02-23 00:00:00.000,2024-02-14,,2025-02-14,Not Required,Not Required,,,,COASTAL,,,
25INR0238,Little Ridge Storage,TX BESS B LLC,Collin,Texas,Tap 138kV Swindell (812) - Olinger (818),,Other - Battery Energy Storage,252.0,,,2023-05-15,Active,2025-12-11,,,,Other,Battery Energy Storage,"SS Completed, FIS Started, No IA",2023-05-15,2023-08-11,2023-04-25 00:00:00.000,,,,,,,,,NORTH,,,
25INR0239,Big Five Storage,TX BESS 3 LLC,Hidalgo,Texas,"Tap 138kV (5784) Redgtss - (8380) Nedina 
",,Other - Battery Energy Storage,102.18,,,2023-05-26,Active,2026-06-30,,,,Other,Battery Energy Storage,"SS Completed, FIS Started, No IA",2023-05-26,2023-08-17,2023-05-22 00:00:00.000,,,,,,,,,SOUTH,,,
25INR0241,Halcon Storage,TX BESS A LLC,Starr,Texas,"Tap 138kV 8957 Central Lopeno - 80106 Falcon Dam
",,Other - Battery Energy Storage,132.65,,,2023-05-22,Active,2028-05-15,,,,Other,Battery Energy Storage,"SS Completed, FIS Started, No IA",2023-05-22,2023-08-17,2023-04-24 00:00:00.000,,,,,,,,,SOUTH,,,
25INR0242,Pato Blanco Storage,"TX BESS 4, LLC",Fort Bend,Texas,Tap 138 kV 44010 W A Parish - 42980 NASH___S02_8,,Other - Battery Energy Storage,71.34,,,2023-05-15,Active,2026-03-01,,,,Other,Battery Energy Storage,"SS Completed, FIS Started, No IA",2023-05-15,2023-08-11,2023-04-24 00:00:00.000,,,,,,,,,HOUSTON,,,
25INR0246,VALDIVIAN SOLAR,Abei Energy Green III LLC,Hunt,Texas,138kV 1816 Commerce Switch - 1809 Wolf City ,,Solar - Photovoltaic Solar,74.9,,,2023-02-27,Active,2028-03-28,,,,Solar,Photovoltaic Solar,"SS Completed, FIS Started, No IA",2023-02-27,2023-05-26,2023-02-22 00:00:00.000,,,,,,Not Required,,,NORTH,,,
25INR0247,Bluebonnet Prairie Wind,"Leeward Renewable Energy Development, LLC",Navarro,Texas,Tap 138kV 200 CHATFIELD - 3454 MONTFTSS__8,,Wind - Wind Turbine,173.0,,,2022-12-07,Active,2027-07-15,,,,Wind,Wind Turbine,"SS Completed, FIS Started, No IA",2022-12-07,2023-03-06,2022-11-23 00:00:00.000,,No,,,,Not Required,,,NORTH,,,
25INR0248,Strawberry Acres Storage,"Strawberry Acres Energy Center, LLC",Wilson,Texas,5132 Eagle Creek Substation 138kV ,,Other - Battery Energy Storage,156.73,,,2022-11-23,Active,2028-09-30,,,,Other,Battery Energy Storage,"SS Completed, FIS Started, No IA",2022-11-23,2023-02-17,2022-11-15 00:00:00.000,,No,,,,,,,SOUTH,,,
25INR0252,Papley Storage,"Papley Storage, LLC",Maverick,Texas,Tap 138 kV line 8692 Maverick - 8255 Hamilton Road,,Other - Battery Energy Storage,102.89,,,2022-12-07,Active,2029-03-01,,,,Other,Battery Energy Storage,"SS Completed, FIS Started, No IA",2022-12-07,2023-03-06,2022-11-18 00:00:00.000,,,,,,,,,SOUTH,,,
25INR0253,Whiskey BESS,Whiskey BESS LLC,Van Zandt,Texas,6828 Canton Tap 138 kV ,,Other - Battery Energy Storage,153.72,,,2022-12-07,Completed,2027-01-30,,,,Other,Battery Energy Storage,"SS Completed, FIS Completed, IA",2022-12-07,2023-03-06,2023-05-02 00:13:21.999,2024-06-03,,2025-03-28,Not Required,Not Required,,,,NORTH,,,
25INR0262,Shepard Energy Storage,Shepard Energy Storage LLC,Galveston,Texas,Hidden Lakes 138kV substation (Bus# 38900),,Other - Battery Energy Storage,256.37,,,2022-12-15,Completed,2027-07-01,,,,Other,Battery Energy Storage,"SS Completed, FIS Started, IA",2022-12-15,2023-03-11,2022-12-09 00:00:00.000,,No,2024-01-17,,,,2025-02-12 00:00:00,,HOUSTON,,,
25INR0266,East Blackland Battery Storage SLF,"DERIVA ENERGY STORAGE, LLC",Travis,Texas,7337 Kimbro 138kV,,Other - Battery Energy Storage,75.0,,,2022-11-23,Active,2026-08-29,,,,Other,Battery Energy Storage,"SS Completed, FIS Started, No IA",2022-11-23,2023-02-17,2022-11-22 00:00:00.000,,,,,,,,,SOUTH,,,
25INR0270,Harryoung Solar,Gransolar Texas Four LLC,Cameron,Texas,"Tap 8319 Rio Hondo - SOUTH SANTA ROSA: 8359, 138kV",,Solar - Photovoltaic Solar,190.01,,,2022-11-23,Active,2028-05-15,,,,Solar,Photovoltaic Solar,"SS Completed, FIS Started, No IA",2022-11-23,2023-02-17,2023-08-14 18:20:18.999,,,,Not Required,Not Required,Not Required,,,COASTAL,,,
